Date,Original Date,Account Type,Account Name,Account Number,Institution Name,Name,Amount,Description,Category,Note
2025-01-23,2025-01-23,Cash,COMMUTER WALLET,2955,Summit Bank,PAYROLL DEPOSIT,-0.08,PAYROLL DEPOSIT 67513311,Income,
2025-01-23,2025-01-23,Cash,RESERVE SAVINGS,2948,Summit Bank,PAYROLL DEPOSIT,-9.5,PAYROLL DEPOSIT 13981345,Income,
2025-01-23,2025-01-23,Cash,PAYROLL SAVINGS,2941,Summit Bank,PAYROLL DEPOSIT,-36.63,PAYROLL DEPOSIT 88639232,Income,
2025-01-23,2025-01-23,Cash,RIVER SAVINGS,4832,Northline Bank,PAYROLL DEPOSIT,-0.04,PAYROLL DEPOSIT 33757594,Income,
2025-01-23,2025-01-23,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Tundra Root Bistro,5.28,TUNDRA ROOT BISTRO Harbor Point FL        01/23,Dining & Drinks,
2025-01-24,2025-01-24,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Zephyr Depot House,84.55,ZEPHYR DEPOT HOUSE Union Junction NJ        01/24,Dining & Drinks,
2025-01-24,2025-01-24,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Online Transfer from CHK ...8457 transaction#: 94761628534,79.63,ONLINE TRANSFER FROM CHK ...8457 TRANSACTION#: 94761628534 Pine Landing NY        01/24,PeerPay Return,
2025-01-24,2025-01-24,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Summit Cafe Bistro,85.17,SUMMIT CAFE BISTRO York Landing DE                    01/24,Dates,
2025-01-25,2025-01-25,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Opal Studio Kitchen,5.44,OPAL STUDIO KITCHEN Arbor Valley WA        01/25,Dining & Drinks,
2025-01-25,2025-01-25,Credit Card,EMERALD CARD,1142,Crescent Financial,Pine House Bistro,15.12,PINE HOUSE BISTRO Arbor Park PA        01/25,Dining & Drinks,
2025-01-25,2025-01-25,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.99,TRACKLINK Pine Springs NY                    01/25,Auto & Transport,
2025-01-25,2025-01-25,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.91,TRACKLINK Northfield City MA                    01/25,Auto & Transport,
2025-01-25,2025-01-25,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.8,TRACKLINK Glen Junction DE                    01/25,Auto & Transport,
2025-01-26,2025-01-26,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Card Autopay,-267.29,CARD AUTOPAY AUTOPAY 87692250,Credit Card Payment,
2025-01-26,2025-01-26,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Azure Peak House,6.04,AZURE PEAK HOUSE Meadow Bay TX        01/26,Dining & Drinks,
2025-01-26,2025-01-26,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Bramble Supply Grill,14.54,BRAMBLE SUPPLY GRILL Arbor Bay CT        01/26,Dining & Drinks,
2025-01-26,2025-01-26,Credit Card,EMERALD CARD,1142,Crescent Financial,Bramble Bistro Cafe,11.61,BRAMBLE BISTRO CAFE Dover Falls UT        01/26,Dining & Drinks,
2025-01-26,2025-01-26,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.9,TRACKLINK Meadow Junction PA                    01/26,Auto & Transport,
2025-01-26,2025-01-26,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.85,TRACKLINK Kings Harbor UT                    01/26,Auto & Transport,
2025-01-27,2025-01-27,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Noel Bennett 72316434164,-145.26,BankSend payment from Morgan Griffin 32688945302,Gravity ATX,
2025-01-27,2025-01-27,Cash,RIVER CHECKING,4821,Northline Bank,Maple Club Exchange,120.04,MAPLE CLUB EXCHANGE Brighton Valley CA                    01/27,Gravity ATX,
2025-01-27,2025-01-27,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,289.44,CARD AUTOPAY AUTOPAY 57455059,Credit Card Payment,
2025-01-27,2025-01-27,Credit Card,EMERALD CARD,1142,Crescent Financial,Copper Corner House,21.6,COPPER CORNER HOUSE Arbor Park FL        01/27,Dining & Drinks,
2025-01-27,2025-01-27,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,3.02,TRACKLINK Dover Ridge UT                    01/27,Auto & Transport,
2025-01-27,2025-01-27,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.91,TRACKLINK Juniper Ridge IL                    01/27,Auto & Transport,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD,6604,Northline Bank,Ivory Bloom Supply,21.43,IVORY BLOOM SUPPLY Quartz Valley FL                    01/28,Shopping,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,22.81,DAWN GRID FOODS Harbor Point DE                    01/28,Groceries,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,MetroTap,59.48,METROTAP Union Terrace FL        01/28,Travel & Vacation,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,TransitPass,35.15,TRANSITPASS Juniper Village FL        01/28,Travel & Vacation,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,2.62,DAWN GRID FOODS Ridge Junction MA                    01/28,Groceries,
2025-01-28,2025-01-28,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,RideFox,15.59,RIDEFOX TRIP HELP.ridefox.com CA                 01/28,Auto & Transport,
2025-01-28,2025-01-28,Cash,PAYROLL SAVINGS,2941,Summit Bank,Coral Commons Group,1034.7,CORAL COMMONS GROUP Coral Springs UT        01/28,Investment,
2025-01-28,2025-01-28,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Kestrel Bistro Cafe,7.65,KESTREL BISTRO CAFE Cedar City FL        01/28,Dining & Drinks,
2025-01-29,2025-01-29,Credit Card,ORBIT CARD,6604,Northline Bank,Dawn Grid Foods,37.88,DAWN GRID FOODS Ridge Valley NJ                    01/29,Groceries,
2025-01-29,2025-01-29,Credit Card,ORBIT CARD,6604,Northline Bank,River Care House,5.88,RIVER CARE HOUSE Union Crossing DE        01/29,Dining & Drinks,
2025-01-29,2025-01-29,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Juniper Harbor Bistro,29.29,JUNIPER HARBOR BISTRO Harbor Junction CT        01/29,Dining & Drinks,
2025-01-29,2025-01-29,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Willow Salon Bistro,17.72,WILLOW SALON BISTRO Coral Springs MA        01/29,Dining & Drinks,
2025-01-29,2025-01-29,Credit Card,EMERALD CARD,1142,Crescent Financial,Lunar Pantry Foods,5.47,LUNAR PANTRY FOODS Bayview Crossing UT                    01/29,Groceries,
2025-01-30,2025-01-30,Cash,PAYROLL SAVINGS,2941,Summit Bank,PAYROLL DEPOSIT,-2351.31,PAYROLL DEPOSIT 60873253,Income,
2025-01-30,2025-01-30,Credit Card,EMERALD CARD,1142,Crescent Financial,Prism Nest House Three,6.91,PRISM NEST HOUSE THREE Juniper Springs NY        01/30,Dining & Drinks,
2025-01-30,2025-01-30,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.78,TRACKLINK Meadow Terrace WA                    01/30,Auto & Transport,
2025-01-31,2025-01-31,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT,-1657.65,PAYROLL DEPOSIT 57994600,Income,
2025-01-31,2025-01-31,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Copper Goods Grill,22.55,COPPER GOODS GRILL Elm Crossing DE        01/31,Dining & Drinks,
2025-01-31,2025-01-31,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Azure Corner House,90.84,AZURE CORNER HOUSE Zephyr Bay NJ                    01/31,Dates,
2025-02-01,2025-02-01,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Laurel Peak Grill,17.5,LAUREL PEAK GRILL Arbor Bay NY        02/01,Dining & Drinks,
2025-02-02,2025-02-02,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Timber Trail Cloud,7.71,TIMBER TRAIL CLOUD Westport Village CT                    02/02,Software & Tech,
2025-02-02,2025-02-02,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Frost Pantry Grill,27.86,FROST PANTRY GRILL Brighton Crossing NY        02/02,Dining & Drinks,
2025-02-02,2025-02-02,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Card Autopay,-27.52,CARD AUTOPAY AUTOPAY 25401126,Credit Card Payment,
2025-02-02,2025-02-02,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,River Goods Table,6.18,RIVER GOODS TABLE Elm Heights UT        02/02,Dining & Drinks,
2025-02-02,2025-02-02,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Lunar Bistro Billing,99.25,LUNAR BISTRO BILLING Arbor Landing NY                    02/02,Bills & Utilities,
2025-02-02,2025-02-02,Credit Card,EMERALD CARD,1142,Crescent Financial,Harbor Transit Works,12.75,HARBOR TRANSIT WORKS Ivy Landing DE                    02/02,Shopping,
2025-02-03,2025-02-03,Credit Card,ORBIT CARD,6604,Northline Bank,North Care Bistro,12.21,NORTH CARE BISTRO Pine Village PA        02/03,Dining & Drinks,
2025-02-03,2025-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Pantry Arcade,15.89,LUNAR PANTRY ARCADE Oak Landing TX                    02/03,Entertainment & Rec.,
2025-02-03,2025-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Maple Lounge Exchange,140.26,MAPLE LOUNGE EXCHANGE Elm Heights NJ        02/03,Investment,
2025-02-03,2025-02-03,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Riley Wells 73464275111,-2230.21,BankSend payment from Casey Young 22507210424,Gravity ATX,
2025-02-03,2025-02-03,Credit Card,ORBIT CARD,6604,Northline Bank,Ridge Byte Systems,5.01,RIDGE BYTE SYSTEMS Brighton Crossing IL                    02/03,Software & Tech,
2025-02-03,2025-02-03,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,MetroTap,-35.03,METROTAP Northfield City FL        02/03,Travel & Vacation,
2025-02-03,2025-02-03,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,RailTap,-58.95,RAILTAP Harbor Ridge NJ        02/03,Travel & Vacation,
2025-02-03,2025-02-03,Credit Card,EMERALD CARD,1142,Crescent Financial,Yonder Market Cafe,6.96,YONDER MARKET CAFE Ivy Terrace PA        02/03,Dining & Drinks,
2025-02-04,2025-02-04,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Depot Utilities,456.49,SOLSTICE DEPOT UTILITIES Union Junction CT                    02/04,Gravity ATX,
2025-02-04,2025-02-04,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,25.71,CARD AUTOPAY AUTOPAY 36987491,Credit Card Payment,
2025-02-04,2025-02-04,Credit Card,ORBIT CARD,6604,Northline Bank,Haze Lounge Pay,10.58,HAZE LOUNGE PAY Meadow Harbor TX                    02/04,Home & Garden,
2025-02-04,2025-02-04,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Copper Goods Grill,5.78,COPPER GOODS GRILL Quartz Falls IL        02/04,Dining & Drinks,
2025-02-04,2025-02-04,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Tundra Grid Cafe,86.72,TUNDRA GRID CAFE Ivy Point UT                    02/04,Dates,
2025-02-04,2025-02-04,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,River Goods Table,9.7,RIVER GOODS TABLE Northfield Harbor TX        02/04,Dining & Drinks,
2025-02-06,2025-02-06,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,616.94,CARD AUTOPAY AUTOPAY 30006629,Credit Card Payment,
2025-02-06,2025-02-06,Credit Card,EMERALD CARD,1142,Crescent Financial,Card Autopay,-605.72,CARD AUTOPAY AUTOPAY 92759499,Credit Card Payment,
2025-02-06,2025-02-06,Credit Card,EMERALD CARD,1142,Crescent Financial,Pine Deli Grill North,45.01,PINE DELI GRILL NORTH Fairview Junction UT        02/06,Dining & Drinks,
2025-02-07,2024-12-19,Cash,PAYROLL SAVINGS,2941,Summit Bank,PAYROLL DEPOSIT 34661,3799.55,PAYROLL DEPOSIT 34661 Union Terrace WA                    12/19,Bills & Utilities,
2025-02-07,2025-01-09,Cash,PAYROLL SAVINGS,2941,Summit Bank,Opal Root Billing,3038.43,OPAL ROOT BILLING Lake Point TX                    01/09,Bills & Utilities,
2025-02-07,2025-01-09,Cash,PAYROLL SAVINGS,2941,Summit Bank,Opal Root Billing,38.62,OPAL ROOT BILLING Meadow Park FL                    01/09,Bills & Utilities,
2025-02-07,2025-01-09,Cash,PAYROLL SAVINGS,2941,Summit Bank,Opal Root Billing,146.21,OPAL ROOT BILLING Cedar Village FL                    01/09,Bills & Utilities,
2025-02-07,2025-02-07,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,CabKey,15.5,CABKEY Bayview Harbor MA        02/07,Dining & Drinks,
2025-02-08,2025-02-08,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Dawn Books Clinic,5.39,DAWN BOOKS CLINIC Brighton Park IL                    02/08,Health & Wellness,
2025-02-08,2025-02-08,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Unity Care Care,10.99,UNITY CARE CARE Lake City WA                    02/08,Health & Wellness,
2025-02-08,2025-02-08,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Echo Canvas House,47.81,ECHO CANVAS HOUSE Cedar Heights NJ                    02/08,Dates,
2025-02-08,2025-02-08,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,2.97,TRANSITPASS Quartz Point NJ                    02/08,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Pine Care Rides,390.97,PINE CARE RIDES TRIP HELP.pine care rides.com CA                 02/09,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Copper Goods Grill,12.74,COPPER GOODS GRILL Kings Terrace WA        02/09,Dining & Drinks,
2025-02-09,2025-02-09,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Card Autopay,41.37,CARD AUTOPAY Elm Village PA        02/09,Dining & Drinks,
2025-02-09,2025-02-09,Credit Card,ORBIT CARD,6604,Northline Bank,Solstice Trail Transit,60.08,SOLSTICE TRAIL TRANSIT Oak Valley DE                    02/09,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Vista Supply Table,35.08,VISTA SUPPLY TABLE Quartz Crossing CA        02/09,Dining & Drinks,
2025-02-09,2025-02-09,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Bramble Pulse Cafe,79.4,BRAMBLE PULSE CAFE Westport Valley PA                    02/09,Dates,
2025-02-09,2025-02-09,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Dawn Books Clinic,5.76,DAWN BOOKS CLINIC Valley Ridge NJ                    02/09,Health & Wellness,
2025-02-09,2025-02-09,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Kestrel Studio Table,21.26,KESTREL STUDIO TABLE Oak City TX        02/09,Dining & Drinks,
2025-02-09,2025-02-09,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.76,TRACKLINK Union Valley PA                    02/09,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,2.87,TRANSITPASS Quartz Crossing FL                    02/09,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,2.94,TRANSITPASS Pine Springs MA                    02/09,Auto & Transport,
2025-02-09,2025-02-09,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,3.02,TRANSITPASS Zephyr Falls NY                    02/09,Auto & Transport,
2025-02-10,2025-02-10,Credit Card,ORBIT CARD,6604,Northline Bank,Ember Supply Pantry,82.61,EMBER SUPPLY PANTRY Ivy Falls DE                    02/10,Groceries,
2025-02-10,2025-02-10,Credit Card,ORBIT CARD,6604,Northline Bank,Ridge Bloom Depot,13.72,RIDGE BLOOM DEPOT Juniper Springs WA                    02/10,Home & Garden,
2025-02-10,2025-02-10,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Cedar Peak Supply,53.54,CEDAR PEAK SUPPLY Quartz Ridge NY                    02/10,Home & Garden,
2025-02-10,2025-02-10,Credit Card,EMERALD CARD,1142,Crescent Financial,Ridge Lounge Routes,4.6,RIDGE LOUNGE ROUTES Cedar Heights WA        02/10,Travel & Vacation,
2025-02-11,2025-02-11,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Copper Grid Pay,14.28,COPPER GRID PAY Glen Ridge MA                    02/11,Home & Garden,
2025-02-11,2025-02-11,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Maple Table Bistro,5.49,MAPLE TABLE BISTRO Northfield Crossing CT        02/11,Dining & Drinks,
2025-02-11,2025-02-11,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,3.09,TRANSITPASS Bayview Ridge CT                    02/11,Auto & Transport,
2025-02-12,2025-02-12,Credit Card,ORBIT CARD,6604,Northline Bank,Vista Grill Utilities,1.91,VISTA GRILL UTILITIES Quartz Terrace DE                    02/12,Bills & Utilities,
2025-02-12,2025-02-12,Credit Card,ORBIT CARD,6604,Northline Bank,Vista Grill Utilities,6.26,VISTA GRILL UTILITIES Ivy Landing NY                    02/12,Bills & Utilities,
2025-02-12,2025-02-12,Credit Card,ORBIT CARD,6604,Northline Bank,Willow Cafe Apps,10.29,WILLOW CAFE APPS Summit Springs NJ                    02/12,Software & Tech,
2025-02-12,2025-02-12,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Meadow Depot Kitchen,12.64,MEADOW DEPOT KITCHEN Quartz Landing DE        02/12,Dining & Drinks,
2025-02-12,2025-02-12,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Ocean Grid Table,5.82,OCEAN GRID TABLE Westport Heights MA        02/12,Dining & Drinks,
2025-02-12,2025-02-12,Credit Card,EMERALD CARD,1142,Crescent Financial,Velvet Root Group,6.95,VELVET ROOT GROUP Dover Landing MA        02/12,Uncategorized,
2025-02-13,2025-02-13,Credit Card,ORBIT CARD,6604,Northline Bank,Summit Bloom Group,45.36,SUMMIT BLOOM GROUP Dover Springs UT        02/13,Gifts,
2025-02-13,2025-02-13,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Quartz Market House,35.39,QUARTZ MARKET HOUSE Quartz Point NY                    02/13,Dates,
2025-02-13,2025-02-13,Credit Card,ORBIT CARD,6604,Northline Bank,Grove Pantry Group,22.77,GROVE PANTRY GROUP Zephyr City CT        02/13,Gifts,
2025-02-13,2025-02-13,Cash,PAYROLL SAVINGS,2941,Summit Bank,PAYROLL DEPOSIT,-2473.67,PAYROLL DEPOSIT 64948897,Income,
2025-02-13,2025-02-13,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Online Transfer from SAV ...1142 transaction#: 11847690059,26.07,ONLINE TRANSFER FROM SAV ...1142 TRANSACTION#: 11847690059 Quartz Ridge NY        02/13,PeerPay Return,
2025-02-13,2025-02-13,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Online Transfer from SAV ...1142 transaction#: 11847690059,28.43,ONLINE TRANSFER FROM SAV ...1142 TRANSACTION#: 11847690059 Lake Crossing TX        02/13,PeerPay Return,
2025-02-13,2025-02-13,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Jade Packet Bistro,25.68,JADE PACKET BISTRO Bayview Harbor NY                    02/13,Dates,
2025-02-13,2025-02-13,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Grove Ledger Table,27.63,GROVE LEDGER TABLE Westport Park IL        02/13,Dining & Drinks,
2025-02-13,2025-02-13,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.78,TRACKLINK Bayview Springs CT                    02/13,Auto & Transport,
2025-02-13,2025-02-13,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.99,TRACKLINK Lake Junction WA                    02/13,Auto & Transport,
2025-02-13,2025-02-13,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,3.08,TRANSITPASS Pine Springs FL                    02/13,Auto & Transport,
2025-02-13,2025-02-13,Credit Card,EMERALD CARD,1142,Crescent Financial,West Pantry Kitchen,38.33,WEST PANTRY KITCHEN Glen Terrace MA        02/13,Dining & Drinks,
2025-02-14,2025-02-14,Credit Card,ORBIT CARD,6604,Northline Bank,Echo Forge Grocer,28.59,ECHO FORGE GROCER Valley Springs NJ                    02/14,Groceries,
2025-02-14,2025-02-14,Credit Card,ORBIT CARD,6604,Northline Bank,Kestrel Commons Foods,24.28,KESTREL COMMONS FOODS Dover Crossing PA                    02/14,Groceries,
2025-02-14,2025-02-14,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Quartz Grill Grill,7.38,QUARTZ GRILL GRILL York Harbor FL        02/14,Dining & Drinks,
2025-02-14,2025-02-14,Cash,PAYROLL SAVINGS,2941,Summit Bank,Card Autopay,620.82,CARD AUTOPAY Timber Heights PA        02/14,Investment,
2025-02-14,2025-02-14,Cash,RIVER CHECKING,4821,Northline Bank,PAYROLL DEPOSIT,-1614.11,PAYROLL DEPOSIT 76926694,Income,
2025-02-14,2025-02-14,Credit Card,ORBIT CARD,6604,Northline Bank,Card Autopay,-786.32,CARD AUTOPAY AUTOPAY 37317899,Credit Card Payment,
2025-02-14,2025-02-14,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Echo Works Bistro,291.41,ECHO WORKS BISTRO Summit Village NJ                    02/14,Dates,
2025-02-15,2025-02-15,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Dawn Books Clinic,1.5,DAWN BOOKS CLINIC Elm Park MA                    02/15,Health & Wellness,
2025-02-15,2025-02-15,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.99,TRACKLINK Elm Heights DE                    02/15,Auto & Transport,
2025-02-15,2025-02-15,Credit Card,EMERALD CARD,1142,Crescent Financial,TrackLink,2.93,TRACKLINK Dover Point UT                    02/15,Auto & Transport,
2025-02-15,2025-02-15,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,2.96,TRANSITPASS Juniper Springs PA                    02/15,Auto & Transport,
2025-02-15,2025-02-15,Credit Card,EMERALD CARD,1142,Crescent Financial,TransitPass,3.01,TRANSITPASS Ivy Village FL                    02/15,Auto & Transport,
2025-02-15,2025-02-15,Credit Card,EMERALD CARD,1142,Crescent Financial,Online Transfer from CHK ...6110 transaction#: 90981274229,13.34,ONLINE TRANSFER FROM CHK ...6110 TRANSACTION#: 90981274229 Bayview Village PA        02/15,Internal Transfers,
2025-02-16,2025-02-16,Credit Card,ORBIT CARD,6604,Northline Bank,Azure Goods Goods,38.63,AZURE GOODS GOODS Lake Harbor NJ                    02/16,Home & Garden,
2025-02-16,2025-02-16,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Tundra Mart Arcade,2.09,TUNDRA MART ARCADE Quartz Village NY                    02/16,Entertainment & Rec.,
2025-02-17,2025-02-17,Credit Card,ORBIT CARD,6604,Northline Bank,Zephyr Pulse Table,22.32,ZEPHYR PULSE TABLE Westport Terrace FL                    02/17,Dates,
2025-02-17,2025-02-17,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Maple Depot Cafe,27.1,MAPLE DEPOT CAFE Cedar Valley NY        02/17,Dining & Drinks,
2025-02-17,2025-02-17,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Coral Club Bistro,33.56,CORAL CLUB BISTRO Quartz Springs UT        02/17,Dining & Drinks,
2025-02-17,2025-02-17,Credit Card,ORBIT CARD,6604,Northline Bank,Juniper Lab Lab,57.55,JUNIPER LAB LAB Westport Junction UT                    02/17,Personal Care,
2025-02-17,2025-02-17,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Kestrel Express Grill,14.28,KESTREL EXPRESS GRILL Coral Springs FL        02/17,Dining & Drinks,
2025-02-17,2025-02-17,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Dawn Books Clinic,2.89,DAWN BOOKS CLINIC Brighton Park NJ                    02/17,Health & Wellness,
2025-02-17,2025-02-17,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Ivory Deli Bistro,12.67,IVORY DELI BISTRO Arbor Ridge NJ        02/17,Dining & Drinks,
2025-02-18,2025-02-18,Credit Card,ORBIT CARD,6604,Northline Bank,Zephyr Pantry Goods,14.72,ZEPHYR PANTRY GOODS Ridge Point FL                    02/18,Home & Garden,
2025-02-18,2025-02-18,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Quinn Dawson 24976735449,-27.99,BankSend payment from Sage Griffin 38031954870,PeerPay Return,
2025-02-18,2025-02-18,Credit Card,ORBIT CARD,6604,Northline Bank,Ember Supply Pantry,78.81,EMBER SUPPLY PANTRY Timber Village CT                    02/18,Groceries,
2025-02-18,2025-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,3.03,CARD AUTOPAY AUTOPAY 31742238,Credit Card Payment,
2025-02-18,2025-02-18,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,93.16,PEERPAY PAYMENT    3893453703886   WEB ID: 3940713678,Home & Garden,
2025-02-18,2025-02-18,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,764.22,CARD AUTOPAY AUTOPAY 87185553,Credit Card Payment,
2025-02-18,2025-02-18,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-299.33,PEERPAY CASHOUT                    PPD ID: 8124861573,PeerPay Return,
2025-02-19,2025-02-19,Credit Card,EMERALD CARD,1142,Crescent Financial,Keystone Root Grill Two,6.27,KEYSTONE ROOT GRILL TWO Coral Ridge MA        02/19,Dining & Drinks,
2025-02-20,2025-02-20,Credit Card,ORBIT CARD,6604,Northline Bank,Pine Care Rides,2.96,PINE CARE RIDES TRIP HELP.pine care rides.com CA                 02/20,Auto & Transport,
2025-02-20,2025-02-20,Credit Card,ORBIT CARD PLUS,6608,Northline Bank,Echo Harbor Bistro,13.3,ECHO HARBOR BISTRO Coral Park DE        02/20,Dining & Drinks,
2025-02-20,2025-02-20,Credit Card,EMERALD CARD,1142,Crescent Financial,Pine Path Depot,5.39,PINE PATH DEPOT Ivy Heights TX                    02/20,Shopping,
2025-02-20,2025-02-20,Credit Card,EMERALD CARD,1142,Crescent Financial,Haze Ledger Cafe,7.29,HAZE LEDGER CAFE Westport Bay FL        02/20,Dining & Drinks,
2025-02-21,2025-02-21,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...5902 transaction#: 26238340079,37.58,ONLINE TRANSFER FROM BIZ ...5902 TRANSACTION#: 26238340079 02/21,Cash & Checks,
2025-02-21,2025-02-21,Cash,RIVER CHECKING,4821,Northline Bank,Unity Root Co.,50.64,UNITY ROOT CO. Harbor Falls PA                    02/21,Gravity ATX,
2025-02-21,2025-02-21,Credit Card,EMERALD CARD,1142,Crescent Financial,Jade Goods House,12.67,JADE GOODS HOUSE Valley Harbor FL        02/21,Dining & Drinks,
2025-02-22,2025-02-22,Credit Card,RENT REWARDS CARD,7719,Pioneer Bank,Juniper Ledger Bistro,16.41,JUNIPER LEDGER BISTRO Northfield Crossing FL        02/22,Dining & Drinks,
2025-02-22,2025-02-22,Credit Card,EMERALD CARD,1142,Crescent Financial,Umber Works Grill,21.01,UMBER WORKS GRILL Cedar Bay DE        02/22,Dining & Drinks,
2025-02-23,2025-02-23,Credit Card,ORBIT CARD,6604,Northline Bank,Kestrel Commons Foods,20.59,KESTREL COMMONS FOODS Elm Terrace WA                    02/23,Groceries,
